Time_ms	Alt_m	Alt_ft	Lat	Lon	GndSpd_ms	Heading_deg	Bearing_deg	Phase	MotorPos	PID_P	PID_I	LoiterStep
1068926	3.67	12.0	42.7038514	-77.1917585	0.966	1.0	143.5	HELD	0.5000	0.00000	0.00000	-
1068976	4.94	16.2	42.7038514	-77.1917585	0.966	1.0	143.5	HELD	0.5000	0.00000	0.00000	-
1069026	7.00	23.0	42.7038514	-77.1917585	0.966	1.0	143.5	HELD	0.5000	0.00000	0.00000	-
1069076	8.40	27.6	42.7038514	-77.1917585	0.966	1.0	143.5	HELD	0.5000	0.00000	0.00000	-
1069126	10.58	34.7	42.7038514	-77.1917585	0.966	1.0	143.5	HELD	0.5000	0.00000	0.00000	-
1069176	12.32	40.4	42.7038509	-77.1917526	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069226	14.08	46.2	42.7038509	-77.1917526	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069276	17.04	55.9	42.7038509	-77.1917526	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069326	18.95	62.2	42.7038506	-77.1917484	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069376	22.45	73.6	42.7038506	-77.1917484	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069426	25.03	82.1	42.7038506	-77.1917484	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069476	28.95	95.0	42.7038506	-77.1917484	2.302	1.5	143.7	HELD	0.5000	0.00000	0.00000	-
1069526	31.62	103.7	42.7038503	-77.1917428	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069576	36.27	119.0	42.7038503	-77.1917428	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069626	39.61	129.9	42.7038503	-77.1917428	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069676	44.94	147.4	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069726	48.79	160.1	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069776	54.75	179.6	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069826	58.86	193.1	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069876	65.11	213.6	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069926	69.52	228.1	42.7038501	-77.1917386	2.302	1.5	144.1	HELD	0.5000	0.00000	0.00000	-
1069976	76.28	250.3	42.7038496	-77.1917302	2.302	1.5	144.5	HELD	0.5000	0.00000	0.00000	-
1070026	80.92	265.5	42.7038496	-77.1917302	2.302	1.5	144.5	HELD	0.5000	0.00000	0.00000	-
1070076	88.40	290.0	42.7038496	-77.1917302	2.302	1.5	144.5	HELD	0.5000	0.00000	0.00000	-
1070126	93.47	306.7	42.7038493	-77.1917260	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070176	101.38	332.6	42.7038493	-77.1917260	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070227	106.73	350.2	42.7038493	-77.1917260	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070277	114.86	376.8	42.7038493	-77.1917260	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070327	120.40	395.0	42.7038491	-77.1917218	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070377	128.83	422.6	42.7038491	-77.1917218	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070427	134.73	442.0	42.7038491	-77.1917218	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070477	144.26	473.3	42.7038491	-77.1917218	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070527	150.81	494.8	42.7038491	-77.1917218	2.302	1.5	144.8	HELD	0.5000	0.00000	0.00000	-
1070577	160.89	527.8	42.7038487	-77.1917148	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070627	168.01	551.2	42.7038487	-77.1917148	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070677	179.36	588.4	42.7038487	-77.1917148	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070727	187.38	614.8	42.7038487	-77.1917148	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070777	199.36	654.1	42.7038484	-77.1917092	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070827	207.50	680.8	42.7038484	-77.1917092	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070877	219.19	719.1	42.7038484	-77.1917092	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070927	226.75	743.9	42.7038484	-77.1917092	2.302	1.5	145.6	HELD	0.5000	0.00000	0.00000	-
1070977	238.50	782.5	42.7038480	-77.1917036	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071027	246.65	809.2	42.7038480	-77.1917036	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071077	259.31	850.7	42.7038480	-77.1917036	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071127	267.44	877.4	42.7038480	-77.1917036	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071177	275.68	904.4	42.7038480	-77.1917036	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071227	288.32	945.9	42.7038476	-77.1916966	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071277	296.20	971.8	42.7038476	-77.1916966	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071327	307.63	1009.3	42.7038476	-77.1916966	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071377	315.27	1034.3	42.7038476	-77.1916966	2.302	1.5	145.8	HELD	0.5000	0.00000	0.00000	-
1071427	327.63	1074.9	42.7038473	-77.1916910	2.302	1.5	146.3	HELD	0.5000	0.00000	0.00000	-
1071477	336.26	1103.2	42.7038473	-77.1916910	2.302	1.5	146.3	HELD	0.5000	0.00000	0.00000	-
1071527	348.96	1144.9	42.7038473	-77.1916910	2.302	1.5	146.3	HELD	0.5000	0.00000	0.00000	-
1071577	357.26	1172.1	42.7038473	-77.1916910	2.302	1.5	146.3	HELD	0.5000	0.00000	0.00000	-
1071627	369.24	1211.4	42.7038470	-77.1916854	2.302	1.5	146.7	HELD	0.5000	0.00000	0.00000	-
1071677	376.88	1236.5	42.7038470	-77.1916854	2.302	1.5	146.7	HELD	0.5000	0.00000	0.00000	-
1071727	388.04	1273.1	42.7038470	-77.1916854	2.302	1.5	146.7	HELD	0.5000	0.00000	0.00000	-
1071777	395.51	1297.6	42.7038470	-77.1916854	2.302	1.5	146.7	HELD	0.5000	0.00000	0.00000	-
1071827	406.92	1335.0	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1071877	414.35	1359.4	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1071927	424.94	1394.2	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1071977	432.26	1418.1	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1072027	443.40	1454.7	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1072077	451.13	1480.1	42.7038467	-77.1916798	2.302	1.5	147.1	HELD	0.5000	0.00000	0.00000	-
1072127	462.23	1516.5	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072177	469.68	1540.9	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072227	480.82	1577.5	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072277	488.35	1602.2	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072327	499.11	1637.5	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072377	505.81	1659.5	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072427	516.16	1693.4	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072477	523.18	1716.4	42.7038462	-77.1916728	2.302	1.5	147.5	HELD	0.5000	0.00000	0.00000	-
1072527	533.89	1751.6	42.7039596	-77.1918602	5.124	5.6	143.8	HELD	0.6500	0.00000	0.00000	-
1072577	541.02	1775.0	42.7039596	-77.1918602	5.124	5.6	143.8	HELD	0.6500	0.00000	0.00000	-
1072627	552.02	1811.1	42.7039602	-77.1918653	5.117	5.6	143.5	HELD	0.6500	0.00000	0.00000	-
1072677	559.27	1834.8	42.7039619	-77.1918699	5.075	5.6	143.2	HELD	0.6500	0.00000	0.00000	-
1072727	570.12	1870.5	42.7039619	-77.1918699	5.075	5.6	143.2	HELD	0.6500	0.00000	0.00000	-
1072777	576.89	1892.7	42.7039646	-77.1918736	4.955	5.7	143.4	HELD	0.6500	0.00000	0.00000	-
1072827	583.49	1914.3	42.7039646	-77.1918736	4.955	5.7	143.4	HELD	0.6500	0.00000	0.00000	-
1072877	593.35	1946.7	42.7039678	-77.1918766	4.837	5.7	143.2	HELD	0.6500	0.00000	0.00000	-
1072927	599.92	1968.2	42.7039678	-77.1918766	4.837	5.7	143.2	HELD	0.6500	0.00000	0.00000	-
1072977	610.45	2002.8	42.7039727	-77.1918795	4.786	5.7	143.4	HELD	0.6500	0.00000	0.00000	-
1073027	617.35	2025.4	42.7039727	-77.1918795	4.786	5.7	143.4	HELD	0.6500	0.00000	0.00000	-
1073077	627.57	2058.9	42.7039782	-77.1918827	4.688	5.8	143.4	HELD	0.6500	0.00000	0.00000	-
1073127	634.03	2080.1	42.7039782	-77.1918827	4.688	5.8	143.4	HELD	0.6500	0.00000	0.00000	-
1073177	643.67	2111.8	42.7039782	-77.1918827	4.688	5.8	143.4	HELD	0.6500	0.00000	0.00000	-
1073227	650.33	2133.6	42.7039829	-77.1918858	4.618	5.8	143.5	HELD	0.6500	0.00000	0.00000	-
1073277	659.99	2165.3	42.7039873	-77.1918896	4.486	5.8	143.4	HELD	0.6500	0.00000	0.00000	-
1073327	666.65	2187.1	42.7039895	-77.1918913	4.387	5.8	143.5	HELD	0.6500	0.00000	0.00000	-
1073377	676.66	2220.0	42.7039914	-77.1918932	4.356	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1073427	683.32	2241.8	42.7039924	-77.1918945	4.217	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1073477	693.25	2274.4	42.7039937	-77.1918964	4.210	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1073527	699.84	2296.1	42.7039953	-77.1918986	4.243	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1073577	709.31	2327.1	42.7039964	-77.1919004	4.271	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1073627	715.57	2347.6	42.7039979	-77.1919024	4.292	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1073677	724.77	2377.8	42.7039993	-77.1919046	4.263	5.9	143.7	HELD	0.6500	0.00000	0.00000	-
1073727	731.12	2398.7	42.7040010	-77.1919069	4.256	5.9	143.7	HELD	0.6500	0.00000	0.00000	-
1073777	740.72	2430.2	42.7040010	-77.1919069	4.256	5.9	143.7	HELD	0.6500	0.00000	0.00000	-
1073827	747.05	2450.9	42.7040045	-77.1919096	4.402	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1073877	756.21	2481.0	42.7040045	-77.1919096	4.402	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1073927	762.12	2500.4	42.7040077	-77.1919129	4.570	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1073977	771.02	2529.6	42.7040077	-77.1919129	4.570	5.9	143.5	HELD	0.6500	0.00000	0.00000	-
1074027	777.10	2549.5	42.7040107	-77.1919173	4.787	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1074077	786.56	2580.5	42.7040107	-77.1919173	4.787	5.9	143.4	HELD	0.6500	0.00000	0.00000	-
1074127	792.89	2601.3	42.7040132	-77.1919226	4.719	5.9	143.3	HELD	0.6500	0.00000	0.00000	-
1074177	802.30	2632.2	42.7040132	-77.1919226	4.719	5.9	143.3	HELD	0.6500	0.00000	0.00000	-
1074227	807.98	2650.8	42.7040132	-77.1919226	4.719	5.9	143.3	HELD	0.6500	0.00000	0.00000	-
1074277	816.36	2678.3	42.7040156	-77.1919268	4.174	5.9	143.1	HELD	0.6500	0.00000	0.00000	-
1074327	821.95	2696.7	42.7040156	-77.1919268	4.174	5.9	143.1	HELD	0.6500	0.00000	0.00000	-
1074377	830.61	2725.1	42.7040182	-77.1919300	3.701	5.9	143.3	HELD	0.6500	0.00000	0.00000	-
1074427	836.39	2744.0	42.7040182	-77.1919300	3.701	5.9	143.3	HELD	0.6500	0.00000	0.00000	-
1074477	842.13	2762.9	42.7040213	-77.1919329	3.731	5.9	143.0	HELD	0.6500	0.00000	0.00000	-
1074527	850.90	2791.6	42.7040213	-77.1919329	3.731	5.9	143.0	HELD	0.6500	0.00000	0.00000	-
1074577	856.58	2810.3	42.7040213	-77.1919329	3.731	5.9	143.0	HELD	0.6500	0.00000	0.00000	-
1074627	864.91	2837.6	42.7040242	-77.1919354	3.518	6.0	143.1	HELD	0.6500	0.00000	0.00000	-
1074677	870.55	2856.1	42.7040242	-77.1919354	3.518	6.0	143.1	HELD	0.6500	0.00000	0.00000	-
1074727	879.13	2884.3	42.7040293	-77.1919388	4.771	6.0	143.3	HELD	0.6500	0.00000	0.00000	-
1074777	884.85	2903.0	42.7040323	-77.1919411	4.490	6.0	143.4	HELD	0.6500	0.00000	0.00000	-
1074827	893.39	2931.0	42.7040323	-77.1919411	4.490	6.0	143.4	HELD	0.6500	0.00000	0.00000	-
1074877	899.12	2949.8	42.7040323	-77.1919411	4.490	6.0	143.4	HELD	0.6500	0.00000	0.00000	-
1074927	907.59	2977.6	42.7040352	-77.1919429	4.227	6.1	143.5	HELD	0.6500	0.00000	0.00000	-
1074977	913.24	2996.2	42.7040352	-77.1919429	4.227	6.1	143.5	HELD	0.6500	0.00000	0.00000	-
1075027	922.00	3024.9	42.7040352	-77.1919429	4.227	6.1	143.5	HELD	0.6500	0.00000	0.00000	-
1075077	927.51	3043.0	42.7040352	-77.1919429	4.227	6.1	143.5	HELD	0.6500	0.00000	0.00000	-
1075127	935.59	3069.5	42.7040352	-77.1919429	4.227	6.1	143.5	HELD	0.6500	0.00000	0.00000	-
1075177	940.91	3087.0	42.7040406	-77.1919444	5.047	6.2	143.7	HELD	0.6500	0.00000	0.00000	-
1075227	948.84	3113.0	42.7040406	-77.1919444	5.047	6.2	143.7	HELD	0.6500	0.00000	0.00000	-
1075277	953.93	3129.6	42.7040406	-77.1919444	5.047	6.2	143.7	HELD	0.6500	0.00000	0.00000	-
1075327	961.75	3155.3	42.7040406	-77.1919444	5.047	6.2	143.7	HELD	0.6500	0.00000	0.00000	-
1075377	967.04	3172.7	42.7040406	-77.1919444	5.047	6.2	143.7	HELD	0.6500	0.00000	0.00000	-
1075427	974.94	3198.6	42.7040496	-77.1919453	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075477	980.08	3215.4	42.7040496	-77.1919453	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075527	987.80	3240.8	42.7040496	-77.1919453	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075577	992.87	3257.4	42.7040496	-77.1919453	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075627	1000.39	3282.1	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075677	1005.39	3298.5	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075727	1013.13	3323.9	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075777	1018.20	3340.5	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075827	1025.90	3365.8	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075877	1030.75	3381.7	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075927	1038.44	3406.9	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1075977	1043.24	3422.7	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1076027	1048.12	3438.7	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1076077	1055.33	3462.3	42.7040610	-77.1919463	5.047	6.2	144.1	HELD	0.5000	0.00000	0.00000	-
1076128	1062.60	3486.2	42.7040836	-77.1919485	5.047	6.2	144.9	HELD	0.5000	0.00000	0.00000	-
1076178	1067.71	3502.9	42.7040836	-77.1919485	5.047	6.2	144.9	HELD	0.5000	0.00000	0.00000	-
1076228	1072.56	3518.8	42.7040836	-77.1919485	5.047	6.2	144.9	HELD	0.5000	0.00000	0.00000	-
1076278	1079.75	3542.5	42.7040836	-77.1919485	5.047	6.2	144.9	HELD	0.5000	0.00000	0.00000	-
1076328	1084.59	3558.3	42.7040927	-77.1919494	5.047	6.2	145.3	HELD	0.5000	0.00000	0.00000	-
1076378	1091.66	3581.5	42.7040927	-77.1919494	5.047	6.2	145.3	HELD	0.5000	0.00000	0.00000	-
1076428	1096.37	3597.0	42.7040927	-77.1919494	5.047	6.2	145.3	HELD	0.5000	0.00000	0.00000	-
1076478	1103.49	3620.3	42.7040927	-77.1919494	5.047	6.2	145.3	HELD	0.5000	0.00000	0.00000	-
1076528	1108.40	3636.4	42.7040927	-77.1919494	5.047	6.2	145.3	HELD	0.5000	0.00000	0.00000	-
1076578	1115.13	3658.5	42.7041040	-77.1919504	5.047	6.2	145.6	HELD	0.5000	0.00000	0.00000	-
1076628	1119.77	3673.7	42.7041040	-77.1919504	5.047	6.2	145.6	HELD	0.5000	0.00000	0.00000	-
1076678	1126.50	3695.8	42.7041040	-77.1919504	5.047	6.2	145.6	HELD	0.5000	0.00000	0.00000	-
1076728	1131.12	3711.0	42.7041040	-77.1919504	5.047	6.2	145.6	HELD	0.5000	0.00000	0.00000	-
1076778	1137.93	3733.3	42.7041040	-77.1919504	5.047	6.2	145.6	HELD	0.5000	0.00000	0.00000	-
1076828	1142.03	3746.8	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1076878	1148.56	3768.2	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1076928	1152.90	3782.4	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1076978	1159.68	3804.7	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1077028	1164.19	3819.5	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1077078	1170.62	3840.6	42.7041154	-77.1919515	5.047	6.2	146.1	HELD	0.5000	0.00000	0.00000	-
1077128	1174.88	3854.6	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077178	1181.22	3875.3	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077228	1185.34	3888.9	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077278	1191.56	3909.3	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077328	1195.77	3923.1	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077378	1202.28	3944.4	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077428	1206.53	3958.4	42.7041267	-77.1919526	5.047	6.2	146.2	HELD	0.5000	0.00000	0.00000	-
1077478	1212.91	3979.3	42.7041380	-77.1919537	5.047	6.2	146.5	HELD	0.5000	0.00000	0.00000	-
1077528	1217.06	3992.9	42.7041380	-77.1919537	5.047	6.2	146.5	HELD	0.5000	0.00000	0.00000	-
1077578	1223.47	4014.0	42.7041380	-77.1919537	5.047	6.2	146.5	HELD	0.5000	0.00000	0.00000	-
1077628	1227.69	4027.8	42.7041380	-77.1919537	5.047	6.2	146.5	HELD	0.5000	0.00000	0.00000	-
1077679	1233.81	4047.9	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077729	1237.79	4060.9	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077779	1243.56	4079.9	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077829	1247.52	4092.9	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077879	1253.46	4112.3	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077929	1257.54	4125.7	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1077979	1261.45	4138.6	42.7041539	-77.1919552	5.047	6.2	147.0	HELD	0.5000	0.00000	0.00000	-
1078029	1267.20	4157.4	42.7041652	-77.1919563	5.047	6.2	147.3	HELD	0.5000	0.00000	0.00000	-
1078079	1270.99	4169.9	42.7041652	-77.1919563	5.047	6.2	147.3	HELD	0.5000	0.00000	0.00000	-
1078129	1276.54	4188.1	42.7041652	-77.1919563	5.047	6.2	147.3	HELD	0.5000	0.00000	0.00000	-
1078179	1280.19	4200.1	42.7041652	-77.1919563	5.047	6.2	147.3	HELD	0.5000	0.00000	0.00000	-
1078229	1285.66	4218.0	42.7041652	-77.1919563	5.047	6.2	147.3	HELD	0.5000	0.00000	0.00000	-
1078279	1289.34	4230.1	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078329	1295.18	4249.2	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078379	1299.00	4261.8	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078429	1304.71	4280.5	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078479	1308.31	4292.3	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078529	1313.68	4309.9	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078579	1317.10	4321.1	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078629	1322.39	4338.5	42.7041788	-77.1919576	5.047	6.2	147.7	HELD	0.5000	0.00000	0.00000	-
1078679	1325.90	4350.0	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078729	1331.04	4366.9	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078779	1334.47	4378.1	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078829	1339.69	4395.2	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078879	1343.14	4406.6	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078929	1348.42	4423.9	42.7041924	-77.1919588	5.047	6.2	147.9	HELD	0.5000	0.00000	0.00000	-
1078979	1351.79	4434.9	42.7042082	-77.1919604	5.047	6.2	148.3	HELD	0.5000	0.00000	0.00000	-
1079029	1356.73	4451.1	42.7042082	-77.1919604	5.047	6.2	148.3	HELD	0.5000	0.00000	0.00000	-
1079079	1359.98	4461.8	42.7042082	-77.1919604	5.047	6.2	148.3	HELD	0.5000	0.00000	0.00000	-
1079129	1365.02	4478.3	42.7042082	-77.1919604	5.047	6.2	148.3	HELD	0.5000	0.00000	0.00000	-
1079179	1368.28	4489.1	42.7042082	-77.1919604	5.047	6.2	148.3	HELD	0.5000	0.00000	0.00000	-
1079229	1373.19	4505.2	42.7042241	-77.1919619	5.047	6.2	148.7	HELD	0.5000	0.00000	0.00000	-
1079279	1376.38	4515.6	42.7042241	-77.1919619	5.047	6.2	148.7	HELD	0.5000	0.00000	0.00000	-
1079329	1381.17	4531.4	42.7042241	-77.1919619	5.047	6.2	148.7	HELD	0.5000	0.00000	0.00000	-
1079379	1384.25	4541.5	42.7042241	-77.1919619	5.047	6.2	148.7	HELD	0.5000	0.00000	0.00000	-
1079429	1389.11	4557.4	42.7042241	-77.1919619	5.047	6.2	148.7	HELD	0.5000	0.00000	0.00000	-
1079479	1392.37	4568.1	42.7042332	-77.1919627	5.047	6.2	149.0	HELD	0.5000	0.00000	0.00000	-
1079529	1397.27	4584.2	42.7042332	-77.1919627	5.047	6.2	149.0	HELD	0.5000	0.00000	0.00000	-
1079579	1400.44	4594.6	42.7042332	-77.1919627	5.047	6.2	149.0	HELD	0.5000	0.00000	0.00000	-
1079629	1405.26	4610.4	42.7042332	-77.1919627	5.047	6.2	149.0	HELD	0.5000	0.00000	0.00000	-
1079679	1408.26	4620.2	42.7042445	-77.1919638	5.047	6.2	149.2	HELD	0.5000	0.00000	0.00000	-
1079729	1411.32	4630.3	42.7042445	-77.1919638	5.047	6.2	149.2	HELD	0.5000	0.00000	0.00000	-
1079780	1415.92	4645.4	42.7042445	-77.1919638	5.047	6.2	149.2	HELD	0.5000	0.00000	0.00000	-
1079830	1419.06	4655.6	42.7042445	-77.1919638	5.047	6.2	149.2	HELD	0.5000	0.00000	0.00000	-
1079881	1423.36	4669.8	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1079931	1427.65	4683.8	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1079981	1430.41	4692.9	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1080032	1434.63	4706.7	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1080082	1437.46	4716.0	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1080132	1441.79	4730.2	42.7042535	-77.1919647	5.047	6.2	149.5	HELD	0.5000	0.00000	0.00000	-
1080182	1444.75	4740.0	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080232	1447.56	4749.1	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080282	1451.64	4762.5	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080332	1454.27	4771.2	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080382	1458.36	4784.6	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080433	1461.09	4793.5	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080483	1465.04	4806.5	42.7042649	-77.1919657	5.047	6.2	149.6	HELD	0.5000	0.00000	0.00000	-
1080533	1467.67	4815.1	42.7042785	-77.1919670	5.047	6.2	149.9	HELD	0.5000	0.00000	0.00000	-
1080583	1471.63	4828.1	42.7042785	-77.1919670	5.047	6.2	149.9	HELD	0.5000	0.00000	0.00000	-
1080633	1474.17	4836.5	42.7042785	-77.1919670	5.047	6.2	149.9	HELD	0.5000	0.00000	0.00000	-
